1	7
2	14
3	14
4	4
5	11
6	10
7	8
8	10
9	14
10	9
11	10
12	15
13	9
14	9
15	10
16	16
17	5
18	10
19	7
20	10
21	10
22	18
23	14
24	8
25	8
26	11
27	7
28	7
29	8
30	8
31	14
32	5
33	7
34	10
35	15
36	4
37	9
38	8
39	12
40	8
41	6
42	15
43	12
44	5
45	8
46	11
47	13
48	13
49	19
50	8
51	11
52	8
53	7
54	11
55	10
56	6
57	6
58	13
59	13
60	7
61	6
62	6
63	14
64	9
65	7
66	13
67	15
68	9
69	16
70	9
71	15
72	16
73	8
74	10
75	13
76	9
77	6
78	11
79	9
80	10
81	7
82	15
83	13
84	8
85	7
86	10
87	6
88	10
89	10
90	13
91	7
92	14
93	14
94	11
95	12
96	9
97	6
98	5
99	8
100	9
